Item Identifier,Item Weight,Item Fat Content,Item Visibility,Item Type,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating,Order Date
FDJ57,,Low Fat,0.113746,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,5012.9392,3.6,2022-05-05
DRJ50,8.663,Low Fat ,0.047564,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2615.1871,3.691,2023-08-29
FDQ36,12.085,Low Fat,0.143791,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,2147.2779,3.8,2022-05-03
FDV37,17.771,reg,0.0,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,4504.7997,3.9,2022-11-15
FDY44,,low fat,0.062667,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,6478.508,4.0,2022-07-22
FDE36,7.87,low fat,0.053137,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,2280.7282,4.2,2022-05-21
NCS27,11.051,Low Fat ,0.043642,Others,OUT027,1985,Medium,Tier 3,Supermarket Type3,1971.4357,3.6,2023-04-10
FDM58,8.108,Low Fat ,0.058033,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2575.3387,4.4,2022-02-12
FDB26,20.619,Low Fat ,0.0,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,1125.6236,4.285,2022-02-06
FDE33,,Low Fat,0.064503,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,1699.3316,4.4,2022-12-20
NCJ38,9.025,Low Fat ,0.058988,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1541.5946,4.3,2023-10-21
FDR31,15.97,low fat,0.286251,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,3572.8931,3.8,2023-04-11
FDK35,,Regular,0.026279,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,3461.5197,4.291,2023-08-09
NCC36,5.609,Low Fat ,0.060637,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,3980.2791,3.7,2022-02-25
NCM41,4.607,Low Fat,0.044033,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,1487.9403,4.8,2023-05-20
FDV11,5.231,low fat,0.0,Starchy Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,5182.9432,4.197,2022-08-17
FDR26,19.935,low fat,0.06526,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,2816.8026,4.0,2022-09-15
FDH12,5.658,Low Fat,0.027061,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,2840.7672,4.3,2023-04-26
FDD26,10.162,LF,0.074972,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2669.8354,3.889,2022-03-05
FDD52,20.203,reg,0.054336,Frozen Foods,OUT019,1985,Small,Tier 1,Grocery Store,1226.3341,3.6,2023-05-22
FDF39,10.917,LF,0.10276,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,3.9,2023-09-27
FDX15,6.832,Low Fat ,0.211425,Meat,OUT045,2002,,Tier 2,Supermarket Type1,2238.8263,3.7,2022-12-12
FDU18,17.707,Low Fat ,0.041521,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2544.8636,3.2,2022-05-04
NCA56,12.79,low fat,0.102084,Household,OUT045,2002,,Tier 2,Supermarket Type1,869.7975,3.6,2022-10-21
FDV19,9.897,Low Fat,0.013796,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,3420.3757,4.336,2022-06-05
FDH50,13.429,low fat,0.031641,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,876.7817,3.7,2023-03-28
NCD24,,Low Fat,0.0,Others,OUT046,1997,Small,Tier 1,Supermarket Type1,4510.3914,3.9,2023-11-28
FDJ46,14.386,low fat,0.03823,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,3622.7067,3.8,2022-07-02
FDS12,4.79,reg,0.048625,Breads,OUT045,2002,,Tier 2,Supermarket Type1,1242.7818,3.6,2022-06-10
NCP41,15.339,Low Fat,0.154399,Household,OUT017,2007,,Tier 2,Supermarket Type1,765.2117,3.9,2022-01-29
NCK59,,Low Fat,0.021655,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,3013.1967,4.3,2022-10-27
FDP43,7.46,Low Fat,0.035885,Dairy,OUT010,1998,,Tier 3,Grocery Store,681.0226,4.1,2023-01-17
NCV48,20.108,Low Fat ,0.043285,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,642.1855,4.4,2022-05-07
FDY26,9.045,Regular,0.021667,Starchy Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3561.5174,4.1,2022-01-16
FDD39,,Regular,0.0,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,6384.8799,4.022,2023-03-12
FDE49,16.699,LF,0.028675,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,902.2969,4.094,2022-07-23
FDH41,19.239,Low Fat ,0.0,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2238.6747,4.4,2022-04-03
FDU23,7.608,reg,0.044215,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,4843.5736,4.0,2023-12-22
FDC59,12.04,LF,0.142427,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,761.7087,4.218,2022-08-15
FDA37,12.499,Low Fat,0.019265,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2317.018,4.1,2022-01-08
FDK25,16.361,low fat,0.060082,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,3286.4741,3.8,2023-11-07
FDU16,5.752, Regular,0.013647,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.3779,4.1,2022-03-25
NCC42,4.717,Low Fat ,0.0,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,4235.6148,3.4,2023-04-12
FDS51,5.332,Low Fat ,0.022013,Frozen Foods,OUT010,1998,,Tier 3,Grocery Store,515.1915,2.8,2023-07-16
FDP57,5.776, Regular,0.031655,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,5226.3021,3.229,2022-10-19
DRU26,, Regular,0.049312,Soft Drinks,OUT019,1985,Small,Tier 1,Grocery Store,744.4458,4.0,2022-12-11
FDN39,8.43,low fat,0.215719,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,2943.7368,3.9,2023-10-09
NCW35,,LF,0.07992,Household,OUT013,1987,High,Tier 3,Supermarket Type1,2238.977,4.4,2023-04-02
NCH10,8.972,low fat,0.031599,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,1176.5372,3.9,2022-11-24
FDB57,7.226,Low Fat ,0.051878,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,2606.4892,4.1,2022-08-20
NCU28,14.043,Low Fat,0.0486,Household,OUT013,1987,High,Tier 3,Supermarket Type1,1133.47,3.8,2023-05-23
FDA45,10.96,Regular,0.0,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,2540.9106,4.0,2022-09-27
FDQ29,15.199,Low Fat,0.039852,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3088.2111,4.6,2022-11-26
FDV11,5.231,LF,0.040167,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5903.6923,4.5,2022-10-30
FDB43,9.581,reg,0.027458,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,1222.3093,4.3,2023-04-18
FDY43,,LF,0.051115,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3914.6864,3.7,2023-06-13
FDK28,5.417,reg,0.065601,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,1023.5811,4.0,2023-05-23
FDS27,20.851,Low Fat,0.058805,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,2916.4968,4.1,2022-10-11
NCG55,13.309,Low Fat,0.085052,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,1985.7139,3.6,2022-06-21
FDR21,4.843,Low Fat,0.039799,Meat,OUT017,2007,,Tier 2,Supermarket Type1,5025.7619,4.1,2022-02-04
NCM24,10.332,low fat,0.069278,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,3874.927,4.2,2023-02-10
NCM44,15.08,Low Fat ,0.044475,Others,OUT013,1987,High,Tier 3,Supermarket Type1,2899.1051,3.578,2023-12-02
FDE57,,LF,0.042399,Starchy Foods,OUT019,1985,Small,Tier 1,Grocery Store,245.2974,4.1,2022-07-16
FDQ51,17.133,reg,0.093327,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,4296.9308,3.583,2023-08-22
FDJ18,20.204, Regular,0.111718,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,4960.7626,4.1,2023-08-06
FDX12,9.05, Regular,0.0,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,2416.3236,4.073,2022-10-04
FDN59,8.55,reg,0.036807,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,2483.9304,3.415,2023-05-27
DRK42,18.35,Low Fat,0.017551,Hard Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3393.0547,4.3,2023-04-25
FDN31,12.992, Regular,0.021341,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,651.639,4.2,2022-07-21
FDN54,16.623,Regular,0.103384,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,6873.5592,4.5,2023-04-10
FDN13,20.497,Low Fat ,0.084815,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.5061,3.8,2022-04-16
FDC31,,Regular,0.03395,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,3849.419,4.5,2022-09-21
DRJ35,18.995,LF,0.034044,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1733.9622,3.9,2023-09-20
FDA50,17.939,Regular,0.107201,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,3667.5332,5.0,2022-10-03
FDM48,18.414,Regular,0.031818,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,3030.5384,4.4,2022-12-11
FDA46,,reg,0.031194,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,1514.2815,4.161,2022-02-11
FDA29,13.657,Regular,0.031176,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,1352.4643,3.8,2023-02-22
FDN59,8.55,Regular,0.029373,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,428.3644,3.6,2023-01-06
NCC29,8.081,Low Fat,0.066718,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,2138.5751,4.7,2022-08-07
DRC54,,Low Fat ,0.073481,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,1375.2434,3.8,2023-03-18
DRD42,19.259,Low Fat ,0.046089,Hard Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,4.3,2023-04-12
FDS25,4.842,Low Fat,0.05603,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,1753.9405,4.6,2023-06-20
FDM21,15.007,low fat,0.050059,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,5213.9976,4.0,2022-01-12
NCE29,11.5,Low Fat,0.029653,Household,OUT013,1987,High,Tier 3,Supermarket Type1,1407.0883,3.323,2022-01-12
FDE18,18.777,Low Fat,0.041053,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,7416.414,3.622,2023-03-20
FDN31,12.992,Regular,0.046185,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1199.2431,4.0,2023-12-20
FDS12,4.79,reg,0.025521,Breads,OUT010,1998,,Tier 3,Grocery Store,2542.4367,4.0,2022-12-09
DRP46,12.076,Low Fat ,0.116707,Soft Drinks,OUT019,1985,Small,Tier 1,Grocery Store,672.9127,4.4,2023-09-29
FDN40,18.543,reg,0.043852,Canned,OUT045,2002,,Tier 2,Supermarket Type1,4447.0634,3.7,2023-03-03
NCR43,12.792,low fat,0.0,Household,OUT045,2002,,Tier 2,Supermarket Type1,517.4902,3.5,2022-06-09
FDK36,13.411,Low Fat ,0.013754,Frozen Foods,OUT010,1998,,Tier 3,Grocery Store,1501.9277,4.1,2023-10-21
DRW27,7.103,Regular,0.0,Hard Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,7244.2422,4.0,2023-08-15
NCA15,7.414,low fat,0.023689,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,2092.3744,4.4,2022-12-26
DRH46,12.897,Low Fat ,0.027336,Hard Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.4253,4.2,2022-06-07
FDG54,19.473,Low Fat,0.02921,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,6380.6317,3.3,2023-10-28
FDK18,6.301,reg,0.030061,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,1964.009,4.3,2022-06-15
NCV15,7.34,Low Fat ,0.032567,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.6066,4.14,2022-07-01
DRC19,6.277,low fat,0.0,Soft Drinks,OUT019,1985,Small,Tier 1,Grocery Store,919.9127,3.7,2023-03-26
FDA28,15.501,Low Fat,0.15956,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,2460.425,3.9,2023-06-27
FDG57,,Low Fat,0.065276,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,5903.3216,4.1,2023-01-11
FDS22,10.789,reg,0.0,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2207.2367,3.5,2022-02-18
NCN32,18.148,Low Fat,0.0,Others,OUT046,1997,Small,Tier 1,Supermarket Type1,1281.1058,3.9,2022-11-18
FDX36,17.813,low fat,0.087996,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,2616.2865,3.4,2022-12-31
NCF20,15.124,low fat,0.051515,Others,OUT035,2004,Small,Tier 2,Supermarket Type1,1828.3024,4.1,2023-03-05
FDC26,, Regular,0.105256,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,771.6899,3.7,2022-05-30
DRQ43,, Regular,0.044846,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2672.2913,4.2,2022-03-31
FDW35,20.905,Low Fat,0.036976,Breakfast,OUT010,1998,,Tier 3,Grocery Store,1775.8996,4.4,2023-09-16
FDM22,18.976,LF,0.0,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,1382.1001,4.4,2023-02-07
FDA47,5.41,Regular,0.043452,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1674.8005,4.0,2022-05-23
DRM59,6.384,LF,0.024371,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.2559,3.9,2022-10-04
DRC26,13.648,Regular,0.0,Soft Drinks,OUT010,1998,,Tier 3,Grocery Store,629.2995,4.1,2022-08-01
NCV55,15.451,Low Fat,0.050949,Household,OUT045,2002,,Tier 2,Supermarket Type1,4277.931,4.408,2022-06-30
NCY31,19.658,low fat,0.045543,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,4703.3387,4.2,2022-03-18
FDU20,8.008,LF,0.081891,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,1639.5222,4.1,2022-11-25
NCJ56,5.504,low fat,0.178707,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,2857.0239,3.9,2023-03-29
FDR48,17.856,low fat,0.080354,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,3350.1619,3.9,2022-09-30
NCV50,9.676,low fat,0.072499,Health and Hygiene,OUT045,2002,,Tier 2,Supermarket Type1,3787.0188,3.8,2022-01-31
FDQ24,,low fat,0.023448,Baking Goods,OUT019,1985,Small,Tier 1,Grocery Store,457.332,4.0,2023-07-08
FDS10,16.316,low fat,0.05617,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,993.7893,4.6,2023-10-18
FDG46,11.108,LF,0.018751,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1351.9286,4.2,2023-09-04
NCC13,11.653,Low Fat ,0.024063,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,4.3,2023-09-12
FDD46,11.853,LF,0.051634,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,1300.9293,4.372,2022-11-09
FDU37,12.834,reg,0.049432,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,10410.4943,4.7,2022-04-27
FDN35,20.499,LF,0.053321,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,3097.1182,4.1,2023-02-19
FDU19,9.122, Regular,0.073696,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,1842.2809,4.6,2023-05-16
FDS40,9.643,low fat,0.029979,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1676.5631,3.3,2022-08-03
NCR31,20.547,LF,0.089145,Household,OUT045,2002,,Tier 2,Supermarket Type1,1218.6143,3.829,2022-10-22
FDU57,16.72,LF,0.064199,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,3103.473,4.096,2022-08-12
FDJ30,,Regular,0.073269,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,306.244,3.9,2022-02-09
FDP59,19.39, Regular,0.136939,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,1784.3851,4.4,2022-10-03
FDY52,16.724,Regular,0.028169,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,2644.4402,4.024,2022-11-05
FDJ34,18.813,Low Fat ,0.094072,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,3401.9343,3.7,2023-01-26
NCB59,20.433,LF,0.017684,Others,OUT049,1999,Medium,Tier 1,Supermarket Type1,1101.4218,3.694,2023-04-02
FDH12,5.658,LF,0.023922,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,2012.8899,4.1,2022-12-20
NCQ17,8.732,low fat,0.037685,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,3346.835,4.1,2023-10-10
FDH38,,reg,0.041068,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1786.7347,4.3,2023-05-28
DRG26,19.789,low fat,0.037157,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,4322.6224,4.1,2023-10-28
FDD55,9.653,reg,0.063725,Breads,OUT049,1999,Medium,Tier 1,Supermarket Type1,2861.3843,3.582,2022-06-09
DRA31,14.547,Regular,0.039515,Hard Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1855.9503,4.3,2022-04-10
FDF15,13.732,LF,0.0,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,1133.68,4.2,2023-01-04
FDF38,15.633,LF,0.199485,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,3586.8939,4.1,2023-10-03
FDR14,18.82,Low Fat,0.028956,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,7464.999,3.8,2023-08-26
FDS53,,Low Fat,0.092417,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,4423.3377,3.883,2022-07-10
NCA17,5.254,low fat,0.046465,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1767.3485,3.7,2023-03-17
FDM57,7.542,low fat,0.025351,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3983.4958,3.8,2022-05-25
FDC21,13.576,low fat,0.0,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,2660.9032,3.5,2023-03-21
FDK18,6.301,Regular,0.075665,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,1560.2764,3.683,2022-06-27
FDN50,10.536,Low Fat,0.06101,Starchy Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2418.6602,4.1,2023-09-23
FDY13,9.099,low fat,0.036936,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,3034.8654,3.9,2023-03-18
FDJ46,14.386,LF,0.021796,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,1638.5195,4.272,2023-01-16
NCB40,12.466,low fat,0.020507,Health and Hygiene,OUT019,1985,Small,Tier 1,Grocery Store,1076.9681,4.0,2023-03-20
FDX51,,reg,0.085326,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,4733.4684,4.0,2023-05-28
FDK42,12.402,LF,0.027447,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,2898.8374,4.2,2022-12-20
DRK47,10.808,reg,0.212385,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,3687.9425,3.8,2023-12-12
FDP19,16.68,LF,0.020998,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,1976.3282,4.181,2023-03-14
NCB36,,Low Fat,0.040396,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,874.9844,3.5,2023-05-16
FDB19,10.949,reg,0.042851,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,7520.1031,4.0,2022-11-16
NCA46,11.428,Low Fat ,0.07609,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,3401.158,3.879,2022-09-22
FDG50,11.393,Low Fat,0.043855,Breakfast,OUT017,2007,,Tier 2,Supermarket Type1,2628.2894,4.033,2022-07-30
FDY41,15.347,Low Fat,0.050527,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,9810.0695,4.9,2022-08-28
DRF57,9.904, Regular,0.023671,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,2304.4667,3.9,2022-03-03
FDN39,8.43,LF,0.0,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,948.8283,4.5,2022-07-29
FDQ20,15.514,LF,0.060045,Breads,OUT018,2009,Medium,Tier 3,Supermarket Type2,3768.5207,4.5,2023-01-07
FDM13,12.125,Low Fat ,0.03696,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,1588.835,4.4,2023-06-18
DRE26,11.039,Low Fat ,0.0,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,3331.1376,3.5,2022-10-04
FDU41,13.831,Low Fat,0.055635,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2967.4532,3.6,2022-07-17
NCN29,18.345,Low Fat ,0.112907,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,2882.7987,3.8,2022-08-16
FDX24,12.548,reg,0.0,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,4586.3603,3.5,2022-07-30
FDY54,19.944,LF,0.041217,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,1344.543,3.5,2023-03-23
FDG15,17.684,Low Fat ,0.028354,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.2406,3.8,2022-03-15
FDP10,12.262,LF,0.058178,Dairy,OUT010,1998,,Tier 3,Grocery Store,1153.7953,4.3,2023-06-02
FDN51,19.659,Low Fat ,0.020964,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,2312.343,3.9,2023-02-21
FDA36,7.569,reg,0.065993,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3477.7004,4.034,2023-03-06
NCX26,18.035,low fat,0.062016,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,2301.9867,3.504,2022-05-14
FDA38,16.805,low fat,0.162684,Seafood,OUT018,2009,Medium,Tier 3,Supermarket Type2,4984.3298,4.0,2022-02-14
FDP32,17.035,Regular,0.065322,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.3677,3.6,2022-05-05
FDR48,17.856,low fat,0.034466,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,6017.222,4.076,2022-08-29
FDA21,16.765,Low Fat,0.034356,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,2331.1019,4.319,2023-10-17
FDE12,7.917,LF,0.039647,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2097.8583,4.2,2023-03-28
NCA40,5.55,low fat,0.047368,Household,OUT017,2007,,Tier 2,Supermarket Type1,4774.9576,4.5,2022-05-03
FDS29,,Regular,0.081278,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,788.6977,3.7,2023-10-17
DRK24,17.062,LF,0.093138,Hard Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,2374.9092,3.8,2023-06-01
FDA32,16.316,Regular,0.018255,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,2811.4831,3.8,2022-06-30
NCV32,9.714,low fat,0.052466,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,5145.0193,3.9,2023-02-07
FDW58,15.151,LF,0.017587,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,2747.0881,2.8,2023-12-11
FDN19,19.992, Regular,0.0,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,1831.3613,4.586,2023-07-17
FDH56,7.011,reg,0.033386,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,6189.7117,3.3,2022-08-23
FDP48,6.336,Low Fat ,0.036303,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,3932.0737,4.137,2023-06-06
FDM43,,Low Fat,0.056446,Meat,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.6975,4.4,2022-06-18
DRQ35,19.721,LF,0.106539,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,2533.8093,3.7,2022-04-07
FDN19,19.992, Regular,0.106662,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,3008.4104,4.3,2023-03-18
FDK42,12.402,Low Fat,0.045662,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,1187.8767,4.3,2023-04-03
FDX28,7.177, Regular,0.116462,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,4857.1295,4.002,2022-02-01
FDG32,5.767, Regular,0.02495,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,457.009,3.7,2022-02-28
DRN50,14.272, Regular,0.049668,Soft Drinks,OUT010,1998,,Tier 3,Grocery Store,1523.4237,3.6,2023-09-13
FDF44,14.414,Low Fat ,0.049283,Starchy Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3537.3127,3.7,2022-06-23
NCH23,10.774,low fat,0.0,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,2123.8151,4.0,2023-11-30
FDA11,8.336,Low Fat ,0.044966,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,5822.4569,3.9,2022-09-18
FDB27,,Regular,0.083212,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,727.7315,4.4,2023-07-31
FDD10,11.826,Low Fat,0.117742,Canned,OUT017,2007,,Tier 2,Supermarket Type1,3059.8533,4.4,2023-04-20
DRW43,9.96, Regular,0.060296,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,1976.8932,3.9,2023-02-10
FDS23,19.844,Regular,0.02122,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,1467.2242,3.8,2022-08-02
FDJ32,,low fat,0.081827,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,4.289,2023-10-14
FDW57,4.66,Low Fat,0.067839,Baking Goods,OUT010,1998,,Tier 3,Grocery Store,547.2969,3.7,2022-11-09
NCY27,11.304,LF,0.143156,Health and Hygiene,OUT049,1999,Medium,Tier 1,Supermarket Type1,3557.8319,3.9,2023-02-16
DRD28,12.916,low fat,0.0,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,1556.4621,3.9,2022-06-30
FDB29,6.533,Low Fat,0.051276,Baking Goods,OUT019,1985,Small,Tier 1,Grocery Store,1279.1113,4.3,2023-08-31
